Tibétain,Sanskrit,Anglais,Sens racine Français,Autres termes rencontrés,Definition,Ordre alpha tib
rang ngo rang du phrad pa,,,"reconnaître sa propre nature 
son propre visage se reconnaissant lui-même, se rencontrer soi-même face à face, sa propre face se voyant elle-même",,,
"rang ngo shes pa, rang ngo rang gis shes pa",,,"expérimenter sa propre face ; 
ma propre face se reconnaît",,,
rang ngor rnam dag,,,"l’en-soi parfaitement pur 
totalement pur en soi, sa propre nature en soi étant parfaitement pure, parfaitement pur par essence, totalement pur en son essence-même, pur en sa propre nature",,,
"rang gcig pa, 
rang gcig pu",,,"unicité en-soi, en-soi unique, singularité d’en-soi",,,
"rang chas, 
rang chas rang la yod",,,"immanent ; 
être présent – inné – en tant que qualités naturelles",,,
rang dang ‘brel ba,,,"1. connecté avec soi, associé à soi, lié à soi 2. trouvé en soi",,,
rang dus,,,"(en) le contexte naturel de 
en son propre temps, le contexte en-soi",,,
rang gdangs,,,"l’éclat de l’énergie en-soi 
la luminosité de l’éclat en-soi, l’énergie en-soi, naturellement radieux, rayonnement inhérent, éclat intrinsèque, éclat (ou rayonnement) inhérent translucide",,,
rang gnas chen po,,,la grande résidence (du dharmakâya) en place d’elle-même,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"rang snang, 
rang gi snang ba",,,"notre projection, apparaissant en soi-même, notre propre clarté, l’apparent en soi, mes apparences sont en soi (sans défaut) 
manifestations naturelles, naturellement apparent (ou manifeste), se manifestant naturellement",,,
"rang babs, 
rang babs lhug par zhog",,,"rester tel quel en l’état naturel, état naturel, laisser tel quel en son état naturel, (abandonné) tel quel, rester ‘ainsi, tel quel’, laisser en son état naturel, tel quel en l’état naturel, l’état naturel tel que c’est de soi même, tel que ça se présente tout naturellement, être tel quel, la présence d’instantanéité, rester tel quel ; 
demeurer avec douceur en (un état de) relaxation totale 
rester avec douceur dans une détente absolue, se laisser choir en soi et y reposer dans la détente",,,
rang byung,,,"naturelle, spontanée, état naturel",,,
"rang byung ye 
shes",,,"la gnose naturelle 
cognition primordiale spontanée, intelligence première naturelle, prime expérience spontanée, expérience première naturelle, connaissance primordiale spontanée, présence d’immédiateté naturelle, connaissance naturelle hors du temps, connaissance (ou présence) intemporelle spontanée, intelligence immédiate spontanée",,,
rang byung rig pa,,,intelligence spontanée,,,
rang zhal mjal ba,,,"rencontrer le visage en soi de 
rencontrer la propre face de, voir son propre visage",,,
rang gzhan gnyis su byung,,,émergence du moi et de l’autre comme deux apparition de soi et autre comme (étant) deux,,,
"rang bzhag, 
rang gzhag",,,"établi en soi, demeurer en soi, (re)poser en soi, rester en soi, reposer naturellement",,,
rang bzhin,,,"svabhâva, nature, l’état présent 
la nature des choses, nature intrinsèque (ou inhérente, propre)",,,
,,,,,,
,,,,,,
,,,,,,
rang bzhin gyis ‘od gsal,,,être naturellement claire lumière,,,
rang bzhin gnas pa’i dus,,,la situation présente,,,
rang bzhin rnam dag,,,"nature parfaitement pure 
parfaitement pur par nature, parfaite pureté naturelle",,,
rang bzhin spros bral,,,la simplicité naturelle libre de toute élaboration mentale,,,
rang bzhin med pa,,,"ineffable par nature 
indescriptible par nature, nature inexistante, de nature non existante, sans nature propre",,,
"rang bzhin 
rdzogs pa chen po",,,la grande perfection naturelle,,,
rang bzhin gsal ba,,,la clarté naturelle,,,
rang rtsal,,,potentialités (de mouvements) inhérentes énergie intrinsèque,,,
rang yin pa,,,"existence en soi 
état d’existence en soi, son propre état d’existence",,,
rang yin par ngo shes pa,,,"reconnaître comme existent en soi, reconnaître comme état d’existence en soi",,,
"rang rig, 
rang gi rig pa, 
rang rig pa",,,"intelligence en soi, l’auto intelligence, sa propre intelligence en soi, 
sa propre intelligence en soi",,,
"rang rig rang 
gsal",,,"l’intelligence qui se comprend en elle-même en sa propre clarté, l’auto intelligence lucide d’elle même en elle-même",,,
rang lugs,,,sa propre tradition,,,
rang shar,,,"auto-émergence 
apparu de soi, émergence spontanée",,,
rang shar rang grol,,,"sur le mode d’auto-émergences, auto-libérées",,,
rang shes rig pa’i rgyal po,,,le roi intelligence immédiate qui en soi se connaît,,,
rang sangs,,,"pur en soi, naturellement purifié, (perception) cristalline en soi",,,
,,,,,,
,,,,,,
,,,,,,
rang sangs rgyas,,,"pratyekabuddha, bouddha par soi 
bouddha par ses propres forces",,,
rang sangs rgyas kyi theg pa,,,"pratyekabuddhayâna, véhicule des bouddhas-par soi",,,
rang sar grol,,,"s’auto libère, se libère en soi 
libéré en soi, libéré à sa propre place, libéré en sa propre condition",,,
"rang sar zin, 
rang sa zin, 
rang sor zin, 
rang sa gzung",,,"rester en soi 
rester à sa place (naturelle), demeurer en sa propre condition (originelle), se tenir ferme en, tenir à sa propre place, se tenir en la demeure naturelle",,,
"rang sems, 
rang gi sems",,,"esprit en soi, esprit naturel, son propre esprit",,,
rang so bzung ba,,,l’état – tel qu’il est – s’appréhende,,,
rang sor klod,,,"laisser se relaxer 
se détendre à sa propre place, se relaxer en sa propre condition",,,
rang gsal,,,"sa propre clarté, lucide d’elle-même 
clarté inhérente, luminosité naturelle, 
naturellement lucide, éclat naturel",,,
rab tu mtho ba’i phur bu,,,dôme très élevé,,,
rab tu spros med,,,(l’initiation) parfaitement non élaborée,,,
"rab ‘byams pa, 
‘byams klas",,,"infini, l’immensité de",,,
"rab ‘bring tha 
ma, 
dbang po rab 
‘bring tha ma",,,"capacités excellentes, moyennes et inférieures capacités supérieures (ou les meilleures), moyennes et médiocres",,,
rig,,,la cognition,,,
rig ge,,,"vigile et lucide 
alerte, alerte et vif",,,
rig ngor,,,"à la lumière de l’intelligence immédiate, en l’intelligence immédiate même",,,
rig cha,,,du côté de l’intelligence première,,,
rig stong,,,l’intelligence vide,,,
rig stong rjen pa,,,intelligence immédiate vide et nue,,,
,,,,,,
,,,,,,
,,,,,,
"rig stong rjes 
med",,,"(l’état) d’intelligence vide sans suite 
l’intelligence vide qui ne laisse trace",,,
rig stong dbyer med,,,"intelligence vide non deux 
intelligence en soi indissociable du vide, indissociabilité d’intelligence immédiate et vide",,,
rig dang ma rig med pa,,,n’a rien à voir avec la reconnaissance ou non de l’intelligence immédiate,,,
rig pa,,,"1. vidyâ, auto intelligence, gnose (de non-saisie), intelligence immédiate, l’intelligence en soi, l’état d’intelligence première, intelligence immédiate en soi, intelligence, l’intelligence première, intelligence primordiale, se comprendre 2. intelligence",,,
rig pa ngo sprod,,,introduction directe à l’intelligence immédiate en soi,,,
"rig pa gcer bu, 
rig pa rjen pa",,,"l’intelligence immédiate nue ; 
auto-intelligence nue",,,
"rig pa gcer 
mthong",,,"nûment voir l’intelligence immédiate 
nue vision d’intelligence en soi (ou d’auto intelligence)",,,
"rig pa dbyings 
kyi sgron ma, 
dbyings snang 
rnam dag gi 
sgron me, 
rnam par dag 
pa’i sgron ma, 
dag dbyings 
sgron ma",,,"la luminosité de l’immensité d’intelligence en soi ; 
(aussi nommée) la luminosité parfaitement pure de l’immensité des apparences’ ; 
(ou encore) la luminosité parfaitement pure ; la luminosité de l’immensité pure ; 
(ou) la lampe de la pure vacuité",,,
"rig pa tshad pheb kyi snang ba, 
rig pa tshad 
phebs kyi snang ba, 
rig pa tshad 
‘phebs kyi snang ba",,,"la vision (ou luminosité) de l’authentique intelligence en soi, (la vision de) l’arrivée à la perfection de l’intelligence immédiate",,,
rig pa rang gnas,,,"auto-intelligence en place d’elle-même, l’intelligence immédiate demeure en soi",,,
,,,,,,
,,,,,,
,,,,,,
rig pa rang shar,,,"auto-intelligence auto-émergeante, intelligence immédiate apparue de soi, intelligence en soi à l’émergence spontanée",,,
rig pa rang so zin,,,"l’intelligence se comprend en elle-même, l’intelligence se comprenant en soi-même",,,
"rig pa zang ka 
ma",,,"l’auto-intelligence telle quelle 
(n’est) rien d’autre que l’intelligence immédiate, l’intelligence en soi en tant que telle, intelligence immédiate sans obstruction",,,
"rig pa zang thal, rig pa’i zang thal, rig pa zang thal gyi ngang",,,"intelligence immédiate ouverte, transparente et sans entrave 
ouverture transparente et sans entrave de l’état d’intelligence première (ou en soi), intelligence immédiate directement pénétrante, intelligence en soi transparente, intelligence immédiate toute pénétrante, intelligence immédiate vigilante et pénétrante, intelligence en soi totalement ouverte, intelligence immédiate transparente et sans entrave, intelligence immédiate toute ouverte ; état d’intelligence immédiate ouverte, 
transparente et sans entrave 
état d’ouverture transparente et sans entrave de l’intelligence en soi",,,
"rig pa’i sgo las 
shar",,,"émergence par la porte de l’intelligence immédiate 
apparaît par l’avenue (ou l’accès, le portail) de l’intelligence en soi",,,
rig pa’i ngang,,,"état d’intelligence immédiate, en l’état de l’intelligence en soi",,,
"rig pa’i gdangs, rig gdangs",,,"l’énergie d’intelligence en soi, l’éclat de l’intelligence en soi",,,
rig pa’i rtsal,,,"les potentialités de l’intelligence immédiate l’exercice de l’intelligence en soi, le pouvoir de l’auto-intelligence, les potentialités de 
l’immédiateté, la manifestation (ou l’exercice, l’expression) des potentialités de la connaissance immédiate (ou de la présence d’instantanéité)",,,
,,,,,,
,,,,,,
,,,,,,
"rig pa’i rtsal 
lhung ba",,,"tomber dans les potentialités de l’intelligence immédiate 
tomber dans le pouvoir de l’auto-intelligence",,,
rig pa’i ye shes,,,"expérience première de l’intelligence en-soi (présence d’instantanéité), cognition primordiale auto-intelligente, intelligence première 
d’immédiateté (ou immédiate) 
l’expérience primordiale de l’intelligence en soi, la gnose de l’intelligence immédiate, prime expérience d’intelligence en soi",,,
rig pa’i rang ngo shes pa,,,reconnaître l’intelligence en soi,,,
rig ma,,,"dame d’intelligence (concrète), parèdre, femme de sagesse, consorte tantrique",,,
"rig ‘dzin, 
rig pa ‘dzin pa",,,"vidyâdhara, détenteur de gnose, détenteur d’intelligence immédiate, détenteur de l’état d’immédiateté",,,
"rig ‘dzin brda 
brgyud",,,"transmission par symboles des détenteurs d’intelligence immédiate 
lignée symbolique des vidyâdharas",,,
rig gsal,,,"clarté et intelligence immédiate, claire 
intelligence en soi",,,
"rig gsal dbyer 
med",,,"clarté et intelligence immédiate non deux (ou indissociables, inséparables)",,,
rin po che ‘bar ba,,,flamboiement de joyaux (signe de claire lumière),,,
rim gyis ‘jug pa,,,"entrer graduellement, entrer pas-à-pas",,,
rim gyis pa,,,les gradualistes (un des trois types de pratiquants),,,
"ris med, 
ris dang bral",,,"sans orientation, sans différence 
non sectaire, sans parti pris, libre des (vues) partisanes, sans division, n’es pas divisible en, absence de division entre (ex. l’émergence des phénomènes et leur libération)",,,
ris med pa,,,"individu non sectaire (dans sa vue) 
un partisan (du mouvement, ou de la tradition) non sectaire",,,
ru log,,,"renversement, le processus de renversement de la matière solide en énergie rayonnante 
interversion, revirement",,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ru shan,,,"différentiation, distinction, séparation, division les exercies de rushen",,,
re dogs,,,(les saisies duelles) d’espoirs et de craintes,,,
ro gcig,,,"ekarasa, être la même expérience que 
(Vairocana) 
saveur unique, l’état de n’être qu’une seule saveur, être d’une seule saveur, goût unique",,,
ro snyoms,,,"samarasa, saveur égale, même saveur (ou goût) saveur identique, égalité de saveur, le processus de rendre tout(e chose) d’une même saveur",,,
ro langs,,,"vetâla, zombie, mort vivant",,,
rol pa,,,"une manifestation 
se manifester, déploiement",,,
rol pa nges med,,,la manifestation est indéterminée,,,
"rol pa ci shar 
yang",,,"quelle que soit la manifestation qui émerge (ou apparaisse) 
peu importe ce qui apparaît comme manifestation, indépendamment de ce qui émerge comme manifestation, sans distinction eu égard aux manifestations qui apparaissent",,,
"rol pa’i rtsal, 
rol pa rtsal",,,"les potentialités de la manifestation 
l’exercice de la manifestation, le pouvoir de la manifestation, les potentialités de la 
manifestation, l’exercice (ou l’expression) des potentialités de la manifestation",,,
rlung,,,"vâyu, souffle(s) 
énergie(s), vent",,,
"rlung ‘phel med du sdod pas 
rnam rtog g.yo ba’i rkyen zad",,,"le souffle à demeure, sans amplifications, épuise les facteurs d’agitation des pensées",,,
rlung bum can,,,"la rétention du kumbhaka, la respiration vase",,,
rlung sems,,,les souffles esprit,,,
rlung sems dbyer med,,,l’indissociabilité du souffle et de l’esprit,,,
